X1,variable,Division_Name,District_Name,District_Code,value,Column,Indicator_v2,Description,Source,Unit
166,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,FR Tank,PK244,0.060386211,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
167,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Hangu,PK208,0.073228499,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
168,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Haripur,PK209,0.065441701,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
169,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Karak,PK210,0.054028561,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
170,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Khyber,PK233,0.163777255,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
171,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Kohat,PK211,0.003333249,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
172,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Kohistan,PK212,0.805346102,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
173,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Kurram,PK234,0.214214456,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
174,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Bannu,Lakki Marwat,PK213,0.043848124,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
175,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Lower Dir,PK214,0.009466704,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
176,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Malakand PA,PK215,0.029757105,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
177,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Mansehra,PK216,0.052879245,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
178,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Mardan,PK217,0.014230753,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
179,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Mohmand,PK235,-0.064193443,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
180,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,0.286024405,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
181,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,Nowshera,PK218,0.004489809,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
182,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Orakzai,PK237,0.040778111,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
183,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,Peshawar,PK219,0.010959019,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
184,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Shangla,PK220,0.337438029,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
185,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,0.402986105,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
186,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Swabi,PK221,0.038415117,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
187,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Swat,PK222,0.074342347,J,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
