X1,variable,Division_Name,District_Name,District_Code,Tehsil_Name,Tehsil_Code,value,Column,Indicator_v2,Description,Source,Unit
248,"Education Index, all types weighed equally (educ_eqwt_idx)",Bannu,FR Lakki Marwat,PK242,Bettani,PK24201,0.392667334,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
249,"Education Index, all types weighed equally (educ_eqwt_idx)",F.A.T.A.,South Waziristan,PK238,Birmal,PK23802,0.961134241,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
250,"Education Index, all types weighed equally (educ_eqwt_idx)",Malakand,Shangla,PK220,Bisham,PK22004,0.256712492,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
251,"Education Index, all types weighed equally (educ_eqwt_idx)",F.A.T.A.,Kurram,PK234,Central Kurram,PK23401,0.489944315,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
252,"Education Index, all types weighed equally (educ_eqwt_idx)",F.A.T.A.,Orakzai,PK237,Central Orakzai,PK23703,0.194810763,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
253,"Education Index, all types weighed equally (educ_eqwt_idx)",Mardan,Buner,PK204,Chagharzai,PK20401,0.261950308,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
254,"Education Index, all types weighed equally (educ_eqwt_idx)",Mardan,Buner,PK204,Chamla,PK20402,0.195973685,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
255,"Education Index, all types weighed equally (educ_eqwt_idx)",Malakand,Swat,PK222,Charbagh,PK22205,0.142824924,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
256,"Education Index, all types weighed equally (educ_eqwt_idx)",Peshawar,Charsadda,PK205,Charsadda,PK20502,0.103170626,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
257,"Education Index, all types weighed equally (educ_eqwt_idx)",Malakand,Shangla,PK220,Chiksar,PK22002,0.305932025,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
258,"Education Index, all types weighed equally (educ_eqwt_idx)",Malakand,Chitral,PK206,Chitral,PK20602,0.397142736,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
259,"Education Index, all types weighed equally (educ_eqwt_idx)",Mardan,Buner,PK204,Daggar,PK20405,0.216846292,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
260,"Education Index, all types weighed equally (educ_eqwt_idx)",Dera Ismail Khan,Dera Ismail Khan,PK207,Daraban,PK20701,0.262315755,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
261,"Education Index, all types weighed equally (educ_eqwt_idx)",Kohat,FR Kohat,PK241,Darra Adam Khel,PK24101,0.153942097,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
262,"Education Index, all types weighed equally (educ_eqwt_idx)",Hazara,Kohistan,PK212,Dassu,PK21201,1,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
263,"Education Index, all types weighed equally (educ_eqwt_idx)",F.A.T.A.,North Waziristan,PK236,Data Khel,PK23601,0.665496681,F,"Education Inaccessibility Index, equal weights","Index indicating relative access to primary, middle and high school (equally weighted) for boys and girls. Higher values indicate lower accessibility.","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
