X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
395,Flooding_Exposure_Index,Hazara,Kohistan,Pattan,9.770917285,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
396,Flooding_Exposure_Index,F.A.T.A.,Kurram,Central Kurram,20.467327,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
397,Flooding_Exposure_Index,F.A.T.A.,Kurram,Lower Kurram,39.84308204,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
398,Flooding_Exposure_Index,F.A.T.A.,Kurram,Upper Kurram,37.09260333,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
399,Flooding_Exposure_Index,Bannu,Lakki Marwat,Lakki Marwat,33.41474077,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
400,Flooding_Exposure_Index,Bannu,Lakki Marwat,Sarai Naurang,34.17712778,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
401,Flooding_Exposure_Index,Malakand,Lower Dir,Samar Bagh,46.83902956,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
402,Flooding_Exposure_Index,Malakand,Lower Dir,Timergara,52.2440103,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
403,Flooding_Exposure_Index,Malakand,Malakand PA,Sam Ranizai,39.93561549,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
404,Flooding_Exposure_Index,Malakand,Malakand PA,Swat Ranizai,61.29883274,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
405,Flooding_Exposure_Index,Hazara,Mansehra,Balakot,23.5791415,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
406,Flooding_Exposure_Index,Hazara,Mansehra,Mansehra,28.69518068,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
407,Flooding_Exposure_Index,Hazara,Mansehra,Oghi,25.39274944,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
408,Flooding_Exposure_Index,Mardan,Mardan,Katlang,31.09838487,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
409,Flooding_Exposure_Index,Mardan,Mardan,Mardan,62.88016368,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
410,Flooding_Exposure_Index,Mardan,Mardan,Takht Bhai,29.04930889,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
411,Flooding_Exposure_Index,F.A.T.A.,Mohmand,Ambar Utman Khel,26.73096353,I,"Rentschler, Jun; Salhab, Melda. 2020. People in Harm's Way : Flood Exposure and Poverty in 189 Countries. Policy Research Working Paper;No. 9447. World Bank, Washington, DC","Index value based on tehsil population share exposed to 1 in 100 year flooding hazard. The tehsil with the highest population share exposed to flooding hazard is allocated a value of 100, with all other tehsils allocated a proportional value based on their respective share of exposed population.",Dimensionless (0-100)
